issn_fisico,issn_virtual,issn_normalizado,texto_espanol,texto_ingles,tokens_espanol,tokens_ingles,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_monto_ppp_usd,apc_tipo,apc_real_disponible
0121-1617,1900-6152,0121-1617,historia arqueologia humanidades a2,history q4 political science relations arts humanities social sciences historiography,4,10,1116.0,EUR,1205.28,1.08,3171.79,observado,True
0120-8160,2590-521X,0120-8160,negocios management economia ciencias sociales b escuela administracion,economy business social sciences administration finance commerce,8,7,,,,,,,False
2216-0159,2462-8603,2216-0159,educacion general incluye capacitacion pedagogia ciencias sociales c praxis saber philosophy bioethics latin american thinking psychology religion speculative,,18,0,2380.0,EUR,2570.4,1.08,6764.21,observado,True
0121-0793,2011-7965,0121-0793,otros temas medicina clinica ciencias medicas salud c iatreia medicine general,medicine miscellaneous q4 medical sciences,11,5,,,,,,,False
1794-3108,2256-5531,1794-3108,otras ciencias sociales b,arts humanities miscellaneous q3 law social psychology q4 sciences sociology political science general comparative uniform jurisprudence criminal procedure,4,18,,,,,,,False
0124-8146,2387-6735,0124-8146,epidemiologia ciencias salud medicas c,investigaciones andina tidsskrift religion og kultur religious history humanities culture geography anthropology recreation ethnology social cultural philosophy psychology religions mythology rationalism general,5,22,,,,,,,False
0121-053X,2346-1829,0121-053X,linguistica idiomas literatura humanidades b,,5,0,1898.13,EUR,2049.98,1.08,5394.68,observado,True
1794-1237,,1794-1237,ingenieria civil tecnologia b,engineering basic sciences materials biotechnology environment energy technology general civil,4,10,,,,,,,False
1657-4672,2619-1733,1657-4672,educacion general incluye capacitacion pedagogia ciencias sociales c plumilla educativa education teaching learning pedagogy language,,15,0,,,,,,,False
1794-5992,2389-783X,1794-5992,ciencias socio biomedicas planificacion familiar salud sexual efectos politicos sociales investigacion biomedica medicas c duazary facultad medicine general,public health medicine science epidemiology,18,5,,,,,,,False
0120-0690,1657-0448,0120-0690,ciencias animales lecheria agricolas b colombiana pecuarias,dermatology q4 surgery medicine animal science veterinary health production farm animals companion agriculture culture,7,14,2000.0,EUR,2160.0,1.08,5684.21,observado,True
0124-2253,2344-8350,0124-2253,otras ciencias naturales c,mathematics technology education engineering social sciences science,4,7,895.15,EUR,966.76,1.08,2544.11,observado,True
0124-177X,2357-5905,0124-177X,geografia social economica ciencias sociales c gestion ambiente,political ecology rural urban environment environmental education management economics geography anthropology recreation sciences,8,13,,,,,,,False
1900-5407,2011-4273,1900-5407,antropologia sociologia ciencias sociales a2,anthropology q2 archeology arts humanities cultural social sciences ethnography archaeology geography recreation auxiliary history,5,14,,,,,,,False
2346-030X,2346-030X,2346-030X,ingenierias electrica electronica informatica ingenieria tecnologia b,computer science miscellaneous q4 electrical electronic engineering industrial manufacturing technology education general civil,7,13,,,,,,,False
0121-4500,2346-0261,0121-4500,enfermeria ciencias salud medicas b,nursing health care medical,5,4,,,,,,,False
0121-4381,1576-8597,0121-4381,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales b,suma psicologica spanish society experimental psychology animal cognition perception attention psycholinguistics human methodology language literature philology linguistics philosophy religion consciousness,13,20,1005.27,EUR,1085.69,1.08,2857.08,observado,True
1909-8367,2539-4169,1909-8367,otras ingenierias tecnologias ingenieria tecnologia c,science basic sciences engineering education technology general civil,6,8,,,,,,,False
1657-4206,2462-8107,1657-4206,economia negocios ciencias sociales c ecos,applied economics quantitative analysis economic public policy issues finances social sciences history conditions finance theory demography as science,6,18,204.92,EUR,221.31,1.08,582.39,observado,True
1909-2458,2390-0504,1909-2458,otras ingenierias tecnologias ingenieria tecnologia c,engineering technology general civil,6,4,,,,,,,False
0122-8285,2027-534X,0122-8285,periodismo comunicaciones ciencias sociales a2,arts humanities miscellaneous q2 communication q3 social sciences palabra clave communications media language literature philology linguistics mass general journalism periodical press etc,5,22,,,,,,,False
0124-7913,2027-145X,0124-7913,arte humanidades c,arts humanities miscellaneous q2 geography planning development q3 urban social sciences habitat territory public policy architecture vivienda communities classes races groups city sociology,3,23,661.3,EUR,714.2,1.08,1879.47,observado,True
0120-3649,2011-219X,0120-3649,teologia otras humanidades a2,religious q2 arts humanities,4,4,,,,,,,False
2011-7582,2619-6107,2011-7582,cirugia medicina clinica ciencias medicas salud c,surgery q4 medicine,7,3,,,,,,,False
1794-9998,2256-3067,1794-9998,psicologia ciencias sociales b,,4,0,242.0,EUR,261.36,1.08,687.79,observado,True
1794-7200,1983-9286,1794-7200,derecho ciencias sociales c,law bioethics democracy direito empresarual constituicao general comparative uniform jurisprudence,4,10,,,,,,,False
0120-3053,2256-5779,0120-3053,economia negocios ciencias sociales b,economics econometrics finance miscellaneous q4 economic policy regional theory social sciences demography as science,5,14,,,,,,,False
0121-4772,0120-2596,0121-4772,economia negocios ciencias sociales c,business management accounting miscellaneous q4 economics econometrics finance social sciences sociology political science statistics probability uncertainty decision applied economic theory history conditions,5,22,2908.3,EUR,3140.96,1.08,8265.68,observado,True
0124-0064,2539-3596,0124-0064,salud publica ciencias medicas c,public health environmental occupational q4 medicine epidemiology community care general aspects,5,11,,,,,,,False
0120-9957,2518-7880,0120-9957,gastroenterologia hepatologia medicina clinica ciencias medicas salud c,gastroenterology q4 medicine colombiana gastroenterologia liver disease peptic ulcer intestinal pathology treatment gastrointestinal diseases tract internal specialties digestive system,8,19,500.0,EUR,540.0,1.08,1421.05,declarado,True
1657-4249,2665-2730,1657-4249,otras ciencias sociales c uni pluriversidad teacher education higher general special aspects,,12,0,,,,,,,False
0121-5612,1900-6004,0121-5612,ciencias politicas sociales a1,law q4 social sciences political science relations general,4,8,2140.37,EUR,2311.6,1.08,6083.16,observado,True
0120-3916,1657-0448,0120-3916,educacion general incluye capacitacion pedagogia ciencias sociales b,dermatology q4 surgery medicine,8,4,,,,,,,False
1794-9831,2322-7028,1794-9831,ciencias salud medicas c,history q4 political science relations arts humanities social sciences nursing health care promotion disease prevention evidence based practice,4,18,,,,,,,False
0121-215X,2256-5442,0121-215X,geociencias multidisciplinario ciencias tierra medioambientales naturales b,geography planning development q3 earth planetary sciences miscellaneous q4 environmental science social,7,12,416.0,EUR,449.28,1.08,1182.32,observado,True
0120-338X,2256-5469,0120-338X,linguistica idiomas literatura humanidades c,linguistics language q3 social sciences,5,5,,,,,,,False
0121-3814,2602-408X,0121-3814,educacion general incluye capacitacion pedagogia ciencias sociales c,tea tecne episteme didaxis islamic culture archaeology history art turkish literature music fine arts general,8,15,2972.0,EUR,3209.76,1.08,8446.74,observado,True
0121-8123,2027-9000,0121-8123,otros temas medicina clinica ciencias medicas salud c,internal medicine q3 pharmaceutical science rehabilitation immunology allergy q4 rheumatology pharmacology toxicology pharmaceutics colombiana reumatologia logi scientific transport logistics warehousing handling vehicle sustainability technology engineering general civil transportation,8,28,150.0,EUR,162.0,1.08,426.32,declarado,True
0120-2804,2357-3791,0120-2804,quimica analitica ciencias quimicas naturales c,chemistry miscellaneous q4 science,6,4,,,,,,,False
2145-6097,2145-6453,2145-6097,agronomia agricultura silvicultura pesca ciencias agricolas c investigacion agraria ambiental,agricultural sciences ecology environmental agriculture geography anthropology recreation,10,8,,,,,,,False
0123-921X,2248-7638,0123-921X,otras ingenierias tecnologias ingenieria tecnologia b tecnura,engineering science technology general civil,7,5,,,,,,,False
0120-4203,2590-4604,0120-4203,negocios management economia ciencias sociales c contaduria universidad antioquia accounting finance auditing taxes,social sciences commerce business accounting bookkeeping,13,6,,,,,,,False
0120-0739,2256-201X,0120-0739,forestal agricultura silvicultura pesca ciencias agricolas b colombia agriculture forestry,forestry q3 nature landscape conservation soil science q4 agricultural biological sciences environmental silviculture forest ecology biodiversity health,10,17,1999.2,EUR,2159.14,1.08,5681.95,observado,True
0120-3932,,0120-3932,economia negocios ciencias sociales c,management economics education accounting social sciences economic theory demography as science,5,11,1828.49,EUR,1974.77,1.08,5196.76,observado,True
0120-3592,2449-9471,0120-3592,negocios management economia ciencias sociales c,administracion public administration policy sector political science institutions general,6,9,,,,,,,False
0123-2126,2011-2769,0123-2126,ingenieria civil tecnologia b,engineering miscellaneous q4 natural sciences social health mathematical logic information tecnology agriculture,4,12,,,,,,,False
0012-7353,2346-2183,0012-7353,ingenieria civil tecnologia b,engineering miscellaneous q4 technology mining metallurgy,4,6,1657.98,EUR,1790.62,1.08,4712.16,observado,True
2011-2173,1657-0448,2011-2173,otras ciencias agricolas b colombiana horticolas,dermatology q4 surgery medicine,6,4,2000.0,EUR,2160.0,1.08,5684.21,observado,True
1657-0790,2256-5760,1657-0790,ciencias educacion sociales b,linguistics language q1 education q3 social sciences profile issues teachers professional development teaching methods curriculum english applied theory practice,4,19,,,,,,,False
0120-6346,2248-4345,0120-6346,economia negocios ciencias sociales c,economics regional development laboral market finance poverty social sciences economic theory demography as science,5,14,1828.49,EUR,1974.77,1.08,5196.76,observado,True
2027-5137,2322-777X,2027-5137,historia arqueologia humanidades c memoria history memory historiography general europe america latin spanish,history q2 arts humanities,13,4,1116.0,EUR,1205.28,1.08,3171.79,observado,True
1692-8563,2322-956X,1692-8563,negocios management economia ciencias sociales b,management innovation institucional economics financial administration entrepreneurship organizations social sciences commerce business,6,12,,,,,,,False
2215-910X,2017-5692,2215-910X,negocios management economia ciencias sociales b,business management accounting miscellaneous q4 marketing administration economics trade social sciences general,6,12,,,,,,,False
1794-2489,2011-2742,1794-2489,otras ciencias sociales b tabula rasa humanidades,social sciences cultural antropology geography anthropology recreation general,7,8,,,,,,,False
0124-8170,1909-7735,0124-8170,otras ingenierias tecnologias ingenieria tecnologia b,engineering technology civil materials science electronic general,6,7,1806.0,EUR,1950.48,1.08,5132.84,observado,True
1657-4583,2145-8456,1657-4583,otras ingenierias tecnologias ingenieria tecnologia b,mechanical engineering industrial design applied sciences materials science decision manufacturing technology general civil,6,13,,,,,,,False
1909-8391,1847-7755,1909-8391,psicologia ciencias sociales b,tesis psicologica sic casopis za knjizevnost kulturu i knjizevno prevodjenje culture literature translation humanities social sciences language general,4,18,1005.27,EUR,1085.69,1.08,2857.08,observado,True
0121-182X,1909-7727,0121-182X,derecho ciencias sociales c,law jurisprudence,4,2,,,,,,,False
1794-192X,2256-3202,1794-192X,psicologia ciencias sociales b,arts humanities miscellaneous q3 psychology q4 social sciences general,4,9,,,,,,,False
0120-0011,0123-2576,0120-0011,otras ciencias medicas salud c,education q4 medical laboratory technology medicine miscellaneous health professions social sciences public,5,12,1448.6,EUR,1564.49,1.08,4117.08,observado,True
0122-9761,1991-6086,0122-9761,oceanografia hidrologia recursos agua ciencias tierra medioambientales naturales b,ocean resources marine sciences coastal caribbean ecology biodiversity,9,8,,,,,,,False
1909-941X,2389-7848,1909-941X,economia negocios ciencias sociales c,business administration economics financial social sciences economic theory demography as science,5,11,2200.0,EUR,2376.0,1.08,6252.63,observado,True
2145-3535,2422-3271,2145-3535,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales c,informes psicologicos sic casopis za knjizevnost kulturu i knjizevno prevodjenje culture literature translation humanities social sciences language general,13,18,,,,,,,False
0122-0268,1909-0544,0122-0268,ciencias veterinarias agricolas b,animal science zoology q4 aquatic veterinary miscellaneous agricultural biological sciences mvz cordoba coconut development agriculture farming harvesting biotechnology,4,18,,,,,,,False
0121-6805,1909-7719,0121-6805,economia negocios ciencias sociales b facultad economicas investigacion reflexion,accounting management economics economy bussines social sciences economic history conditions theory demography as science,9,14,1828.49,EUR,1974.77,1.08,5196.76,observado,True
1900-3803,2539-0279,1900-3803,otras ciencias sociales b entramado,social sciences economics law management education general,5,7,,,,,,,False
1794-5887,2539-1208,1794-5887,filosofia otras humanidades a2,literature literary theory q2 visual arts performing history q3 music philosophy sociology political science q4 humanities social sciences politics,4,19,,,,,,,False
0122-8102,2346-1691,0122-8102,teoria literaria idiomas literatura humanidades b,literature literary theory q3 arts humanities,6,6,2628.61,EUR,2838.9,1.08,7470.79,observado,True
1900-0642,2323-0886,1900-0642,economia negocios ciencias sociales c,public accounting socio economic sciences business social commerce communication including report writing correspondence,5,13,,,,,,,False
0121-8697,0120-1867,0121-8697,derecho ciencias sociales c,law q3 political science relations q4 social sciences jurisprudence general comparative uniform,4,12,,,,,,,False
0304-2847,2248-7026,0304-2847,otras ciencias agricolas c,agricultural biological sciences miscellaneous q3 agronomy crop science animal zoology food forestry horticulture facultad nacional agronomia medellin engineering production biotechnology agriculture general,4,22,,,,,,,False
1900-6586,2500-7645,1900-6586,otras ciencias sociales c,law q2 political science relations public administration safety risk reliability quality social sciences miscellaneous sociology engineering military strategic security defense,4,20,895.15,EUR,966.76,1.08,2544.11,observado,True
0120-3584,1900-7760,0120-3584,economia negocios ciencias sociales c,political science relations q3 sociology development q4 economics econometrics finance social sciences sciencies academy investigation economic history conditions theory demography as,5,21,,,,,,,False
1794-2470,,1794-2470,ciencias salud medicas b nova publicacion cientifica,biomedical sciences medical microbiology life medicine general science biology,7,9,2900.0,EUR,3132.0,1.08,8242.11,observado,True
0123-7799,2256-5337,0123-7799,otras ingenierias tecnologias ingenieria tecnologia c,engineering applied science technology computational methods mathematics general civil,6,9,,,,,,,False
0120-5609,2248-8723,0120-5609,ingenieria civil tecnologia b,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine ingenieria investigacion engineering education technology general civil,4,22,,,,,,,False
1657-4915,2389-7856,1657-4915,sociologia ciencias sociales c praxis special education,,7,0,2380.0,EUR,2570.4,1.08,6764.21,observado,True
0120-5323,1698-7950,0120-5323,filosofia otras humanidades c universitas philosophica derecho politica,political philosophy law human rights science gender politics general comparative uniform jurisprudence public psychology religion,8,15,2255.17,EUR,2435.58,1.08,6409.42,observado,True
0041-9060,2011-1711,0041-9060,derecho ciencias sociales b vniversitas universitas filosofia politica,law q2 social sciences political philosophy human rights science gender politics general comparative uniform jurisprudence public psychology religion,8,18,,,,,,,False
0120-419X,2145-8472,0120-419X,matematica ciencias naturales c integracion applied mathematics statistics,science mathematics,8,2,2594.99,EUR,2802.59,1.08,7375.24,observado,True
0121-4004,2145-2660,0121-4004,farmacologia farmacia medicina basica ciencias medicas salud c,vitae pharmacy pharmaceutical care cosmetics natural products biotechnology food technology chemical processing manufacture social sciences industries land use labor special trades industry,8,22,1176.26,EUR,1270.36,1.08,3343.05,observado,True
0123-3432,2145-566X,0123-3432,linguistica idiomas literatura humanidades b,cultural q1 literature literary theory linguistics language q2 education q3 arts humanities social sciences,5,14,,,,,,,False
1657-8961,2665-3281,1657-8961,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales b,health psychological welfare psychology applied,13,5,,,,,,,False
0120-2456,2256-5647,0120-2456,historia arqueologia humanidades c,cultural q2 history arts humanities social sciences anuario colombiano historia cultura,4,11,1116.0,EUR,1205.28,1.08,3171.79,observado,True
1657-9763,2448-8585,1657-9763,arquitectura urbanismo arte humanidades c apuntes electorales politics elections democracy political parties citizen participation,social sciences general,14,3,,,,,,,False
1692-8261,2216-1368,1692-8261,otras ingenierias tecnologias ingenieria tecnologia b,technology mechanical engineering machinery,6,4,2838.0,EUR,3065.04,1.08,8065.89,observado,True
0124-6127,2718-6474,0124-6127,filosofia otras humanidades c discusiones filosoficas,philosophy q2 arts humanities legal theory law political criminal constitutional interpretation social sciences sociology general comparative uniform jurisprudence science,6,19,,,,,,,False
2145-4892,2256-1102,2145-4892,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales c universidad antioquia philosophy psychology religion,behavioral sciences clinical psychology occupational educational social psychosocial,18,8,242.0,EUR,261.36,1.08,687.79,observado,True
2027-1174,2027-1182,2027-1174,educacion general incluye capacitacion pedagogia ciencias sociales c magis internacional investigacion education didactics pedagogy,education q3 social sciences,14,4,,,,,,,False
2145-549X,2422-4200,2145-549X,otras humanidades b logos ciencia 6 tecnologia,police science technology general works history scholarship learning humanities social sciences,7,11,243.34,EUR,262.81,1.08,691.61,observado,True
0486-6525,2389-7708,0486-6525,antropologia sociologia ciencias sociales a2 colombiana anthropology geography recreation,nephrology q4 medicine,9,3,,,,,,,False
1900-3080,2357-4607,1900-3080,medicina clinica ciencias medicas salud c nacional odontologia medicine dentistry,dentistry public health clinical,10,4,,,,,,,False
0120-0062,2011-3668,0120-0062,otras humanidades b,philosophy q3 arts humanities,3,4,2709.03,EUR,2925.75,1.08,7699.34,observado,True
0122-5383,2382-4581,0122-5383,ingenieria procesos quimica tecnologia c,ct f ciencia tecnologia futuro chemical engineering earth planetary sciences energy oil alternative sources social industries land use labor special trades policy fuel trade technology,5,25,902.03,EUR,974.19,1.08,2563.66,observado,True
1900-4699,2797-0965,1900-4699,otras biologias ciencias biologicas naturales c facultad basicas,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine basica primary education elementary learning strategies islamic special aspects,8,24,2000.0,EUR,2160.0,1.08,5684.21,observado,True
1692-7311,2794-0462,1692-7311,economia negocios ciencias sociales c equidad desarrollo,cooperation development relations social science economic sciences,7,7,,,,,,,False
1794-9165,2256-4314,1794-9165,otras ingenierias tecnologias ingenieria tecnologia b,history q4 political science relations arts humanities social sciences technology general,6,11,,,,,,,False
2145-9258,2389-7724,2145-9258,ciencias educacion sociales c cultura sociedad,human sciences social education culture society psychology philosophy religion sociology general,6,11,,,,,,,False
1657-8953,2619-189X,1657-8953,otras ciencias sociales b civilizar humanas,law politics economics philosophy social science sciences,6,7,,,,,,,False
0120-4645,2256-5078,0120-4645,negocios management economia ciencias sociales b,management business economics accounting public policies social sciences commerce,6,9,,,,,,,False
1692-3030,1406-5509,1692-3030,derecho ciencias sociales c,juridicas cuc penal code civil estonian law fundamental personal rights european europe,4,12,,,,,,,False
0123-4870,,0123-4870,otras humanidades b,,3,0,,,,,,,False
0124-0021,1852-4222,0124-0021,derecho ciencias sociales c dialogos saberes,economics accounting taxation management statistics social sciences economic theory demography,6,10,243.34,EUR,262.81,1.08,691.61,observado,True
1909-3667,2415-0940,1909-3667,otras ingenierias tecnologias ingenieria tecnologia c,biology physics chemistry mathematics statistics earth sciences science,6,8,,,,,,,False
1900-3099,2382-3984,1900-3099,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales c pensando philosophy psychology religion consciousness cognition,psychology cognition social health educational,19,5,,,,,,,False
0120-8942,2027-5366,0120-8942,derecho ciencias sociales c,philosophy q3 law q4 arts humanities social sciences general comparative uniform jurisprudence,4,12,682.0,EUR,736.56,1.08,1938.32,observado,True
1692-1798,2339-3483,1692-1798,otras ingenierias tecnologias ingenieria tecnologia c,electronic civil engineering mechatronics sciences telecommunications technology general,6,8,,,,,,,False
0121-246X,2145-7670,0121-246X,odontologia cirugia oral medicina clinica ciencias medicas salud b,facultad odontologia universidad antioquia dentistry orthodontrics biotechnology medicine,9,8,,,,,,,False
2145-4086,2145-4086,2145-4086,otras ingenierias tecnologias ingenieria tecnologia c,science engineering technology general civil,6,5,,,,,,,False
1909-9746,2248-4728,1909-9746,ingenieria electrica electronica ingenierias informatica tecnologia c,technology electrical engineering electronics nuclear,7,5,1661.96,EUR,1794.92,1.08,4723.47,observado,True
0121-3709,,0121-3709,agricultura silvicultura pesca ciencias agricolas c,,6,0,,,,,,,False
1657-4923,2389-7872,1657-4923,antropologia sociologia ciencias sociales c,anthropology social sciences archaeology history humanities,5,6,,,,,,,False
0120-5633,2357-3260,0120-5633,ciencias cuidado salud servicios administracion hospitales financiamiento medicas c,dermatology q4 surgery medicine,9,4,,,,,,,False
0120-8462,2500-5375,0120-8462,filosofia otras humanidades c,,4,0,1828.24,EUR,1974.5,1.08,5196.05,observado,True
0123-3122,2027-5382,0123-3122,biotecnologia salud ciencias medicas c persona bioetica philosophy psychology religion,psychology health personality culture,10,4,,,,,,,False
0123-0425,2357-6286,0123-0425,educacion general incluye capacitacion pedagogia ciencias sociales b,,8,0,,,,,,,False
2782-4799,2027-1557,2027-1557,medios comunicacion social periodismo comunicaciones ciencias sociales c,luciernaga virtual communication social networks linguistics sociology language literature philology sciences,8,11,2140.37,EUR,2311.6,1.08,6083.16,observado,True
1794-3841,2422-409X,1794-3841,ciencias sociales interdisciplinaria otras b hallazgos,social sciences humanities latin american general works history scholarship learning,6,10,,,,,,,False
0123-3769,2500-8684,0123-3769,otras humanidades c,,3,0,2838.0,EUR,3065.04,1.08,8065.89,observado,True
0120-1263,2390-0032,0120-1263,otras humanidades c escritos literature literary theory philosophy language philology linguistics general psychology religion,,14,0,,,,,,,False
0123-4412,2665-3273,0123-4412,estudios literarios idiomas literatura humanidades b,literature literary theory q2 arts humanities miscellaneous q3 history linguistics language electrical electronic engineering q4 social sciences,6,17,,,,,,,False
2382-5014,2215-7727,2382-5014,otras ciencias sociales c,agronomy crop science q4 economics econometrics geography planning development agricultural biological sciences finance social affairs cooperation migration sustainable political relations,4,20,,,,,,,False
0123-3475,1909-8758,0123-3475,biotecnologia agricola alimentos ciencias agricolas b,dermatology q4 surgery medicine bioprospection biotechnology agricultural health bioinformatics technology chemical,6,11,837.19,EUR,904.17,1.08,2379.39,observado,True
1794-4953,,1794-4953,otras ingenierias tecnologias ingenieria tecnologia c avancesinvestigacion avances investigacion,basic science engineering applied statistics technology,9,6,,,,,,,False
0124-0781,2590-8669,0124-0781,ciencias politicas sociales b,history q4 political science relations arts humanities social sciences politics public policies democracy investigation,4,14,2443.03,EUR,2638.47,1.08,6943.34,observado,True
2145-4426,2145-7778,2145-4426,ciencias sociales interdisciplinaria otras c,science innovation society technology general social sciences,5,7,,,,,,,False
0121-3628,2256-358X,0121-3628,filosofia otras humanidades c estudios colombia philosophy ethics politics aesthetic epistemology general psychology religion speculative,philosophy q2 arts humanities,15,4,,,,,,,False
0120-7555,2346-206X,0120-7555,negocios management economia ciencias sociales c,,6,0,1996.61,EUR,2156.34,1.08,5674.58,observado,True
1657-9089,2665-511X,1657-9089,educacion general incluye capacitacion pedagogia ciencias sociales c infancias imagenes childhood language learning teaching child rearing human development education,,19,0,246.1,EUR,265.79,1.08,699.45,observado,True
1794-211X,2322-939X,1794-211X,otras ciencias sociales c,science mathematics instruments machines electronic computers computer software,4,8,,,,,,,False
0121-7550,2539-4762,0121-7550,sociologia ciencias sociales b nomadas,social sciences culture general,5,4,,,,,,,False
0121-117X,2619-6573,0121-117X,economia negocios ciencias sociales c ensayos economy economic history macroeconomy microeconomics econometrics,social sciences economic history conditions theory demography economics as science,12,10,204.92,EUR,221.31,1.08,582.39,observado,True
1657-0111,2346-2884,1657-0111,temas especiales estudios genero sociales familia sociologia ciencias b palobra palabra que obra education society politics culture history communication,social sciences general,19,3,,,,,,,False
1900-2351,2256-5353,1900-2351,otras ciencias sociales c,engineering technology agriculture science,4,4,,,,,,,False
0123-9392,,0123-9392,otras ciencias medicas salud b,,5,0,2675.07,EUR,2889.08,1.08,7602.84,observado,True
1900-9607,0123-2576,1900-9607,ciencias veterinarias agricolas c,education q4 medical laboratory technology medicine miscellaneous health professions social sciences ces medicina veterinaria zootecnia experimental clinical surgery oncology public general,4,21,1448.6,EUR,1564.49,1.08,4117.08,observado,True
0124-2067,2447-9187,0124-2067,derecho ciencias sociales c,principia iuris science technology education engineering agricultural sciences bussines general,4,10,,,,,,,False
2027-2391,2344-7125,2027-2391,ciencias sociales interdisciplinaria otras c kavilando,social conflict territorial disputes exclusion suppression sciences general,6,8,243.59,EUR,263.08,1.08,692.32,observado,True
0122-8900,2463-0470,0122-8900,economia negocios ciencias sociales b panorama economico administration economy business,social sciences industries land use labor management industrial economic theory demography,10,11,1828.49,EUR,1974.77,1.08,5196.76,observado,True
0122-2066,2145-8499,0122-2066,historia arqueologia humanidades c anuario regional fronteras history didactics general europe america latin spanish,,14,0,1878.22,EUR,2028.48,1.08,5338.11,observado,True
0120-3576,,0120-3576,economia negocios ciencias sociales b,management economics education accounting social sciences economic theory demography as science,5,11,1828.49,EUR,1974.77,1.08,5196.76,observado,True
0124-793X,1659-441X,0124-793X,educacion general incluye capacitacion pedagogia ciencias sociales c,general science,8,2,,,,,,,False
1900-7841,2805-5853,1900-7841,otros temas medicina clinica ciencias medicas salud c colombiana libre,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine,10,15,,,,,,,False
1794-631X,2500-5782,1794-631X,otras ciencias naturales c investigaciones universidad quindio,health natural sciences social technology agricultural general works,7,8,,,,,,,False
2145-3985,2013-0864,2145-3985,otras humanidades c,con textos d antropologia i investigacio social anthropology cultural antrhopology etnography sciences geography recreation ethnology,3,15,,,,,,,False
2027-7822,1657-0448,2027-7822,medicina clinica ciencias medicas salud c odontologica colombiana medicine dentistry,dermatology q4 surgery medicine oral health public collective dentistry epidemiology,10,10,575.0,EUR,621.0,1.08,1634.21,observado,True
2346-0466,2346-0474,2346-0466,otras ingenierias tecnologias ingenieria tecnologia c innovacion riinn,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine engineering technology artificial intelligence computing general civil,8,22,,,,,,,False
2145-9932,1852-9429,2145-9932,salud publica ciencias medicas c ces,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine epidemiology community care general aspects,6,20,2390.0,EUR,2581.2,1.08,6792.63,observado,True
1909-3888,2346-092X,1909-3888,otras ciencias sociales b,art cultural humanities aesthetics fine arts general works history scholarship learning,4,11,,,,,,,False
1794-1598,2346-0792,1794-1598,ciencias politicas sociales c inciso,law government relations political science general comparative uniform jurisprudence,5,9,,,,,,,False
2339-3084,2346-0784,2339-3084,economia negocios ciencias sociales c,,5,0,,,,,,,False
1657-8651,2346-2159,1657-8651,ciencias politicas sociales b opera observatorio ejecucion resultados administracion publica,public policy elections nation territory political science institutions administration general,10,10,2390.0,EUR,2581.2,1.08,6792.63,observado,True
1657-6527,2145-8502,1657-6527,otras ingenierias tecnologias ingenieria tecnologia b,technology electrical engineering electronics nuclear mechanical machinery renewable energy sources,6,10,,,,,,,False
0122-1108,2357-6170,0122-1108,derecho ciencias sociales c,social sciences constitutional law history general comparative uniform jurisprudence,4,9,,,,,,,False
1794-7561,2463-1035,1794-7561,economia negocios ciencias sociales c administracion,real estate finance markets social sciences economic theory demography economics as science,6,12,,,,,,,False
1657-4214,,1657-4214,economia negocios ciencias sociales a2,management economics education accounting social sciences economic theory demography as science,5,11,1828.49,EUR,1974.77,1.08,5196.76,observado,True
0120-8411,2444-054X,0120-8411,medicina clinica ciencias medicas salud c,medicine health surgery clinical,6,4,,,,,,,False
2011-9836,2422-2151,2011-9836,derecho ciencias sociales c vestigium ire,economy business social sciences commerce,6,5,,,,,,,False
0124-4361,1812-9528,0124-4361,otras ciencias sociales c memorias medicine general,medicine health sciences public infectious diseases,7,6,,,,,,,False
0121-0041,2256-5655,0121-0041,ciencias salud medicas c,neurology clinical q4 medicine,4,4,1448.6,EUR,1564.49,1.08,4117.08,observado,True
1794-5232,1982-5838,1794-5232,enfermeria ciencias salud medicas c,,5,0,,,,,,,False
1692-8415,,1692-8415,ciencias salud medicas c ciencia tecnologia para visual ocular medicine ophthalmology,vision sciences amblyopia ortoptics contact lenses ocular pharmacology optometry,11,9,3170.0,EUR,3423.6,1.08,9009.47,observado,True
0123-8884,0123-8884,0123-8884,psicologia ciencias sociales c affectio societatis psychoanalysis freud clinical investigation philosophy psychology religion,,13,0,2838.0,EUR,3065.04,1.08,8065.89,observado,True
0123-5095,2389-9441,0123-5095,filosofia otras humanidades c cuestiones philosophy psychology religion general,philosophy q3 arts humanities education theoretical epistemology,9,7,,,,,,,False
1794-6638,2619-4066,1794-6638,derecho ciencias sociales c ratio juris,law history legal anthropology philosophy psicology general comparative uniform jurisprudence theory,6,11,1410.32,EUR,1523.15,1.08,4008.29,observado,True
