issn_print,issn_electronic,issn_linking,titulo,anio_clasificacion,categoria_publindex,pais,region,departamento,municipio,codigo_dane,especialidad,area_conocimiento,gran_area,institucion_editora_1,tipo_institucion_1,institucion_editora_2,institucion_editora_3,id_revista_publindex,issn_normalizado,titulo_normalizado,pais_iso,categoria_publindex_ord,_fecha_captura,_version_proceso,_estado_calidad,_hash_registro,rank,sourceid,tipo_publicacion,titulo_normalizado_scimago_dup,editorial,open_access,oa_diamond,sjr_score,cuartil_sjr,cuartil_sjr_ord,h_index,total_docs,total_docs_3y,total_refs,total_citas_3y,docs_citables_3y,citas_por_doc_2y,refs_por_doc,pct_female,overton,cobertura,categorias,areas,url_revista,url,When did the journal start to publish all content using an open license?,titulo_alternativo,issn_impreso,issn_electronico,palabras_clave,idiomas,pais_editorial,Other organisation,Country of other organisation,licencia,atributos_licencia,URL for license terms,cc_legible_maquina,autor_retiene_copyright,Copyright information URL,tipo_revision,Review process information URL,politica_plagio,URL for journal's aims & scope,URL for the Editorial Board page,URL for journal's instructions for authors,semanas_submission_publicacion,tiene_apc,APC information URL,apc_amount_raw,politica_exencion,Waiver policy information URL,tiene_otros_cobros,Other fees information URL,servicios_preservacion,Preservation Service: national library,Preservation information URL,Deposit policy directory,URL for deposit policy,identificadores_persistentes,cumple_oa,Continues,Continued By,codigos_lcc,subscribe_to_open,Mirror Journal,Open Journals Collective,materias,fecha_incorporacion,fecha_actualizacion,Last Full Review Date,num_articulos,fecha_ultimo_articulo,titulo_normalizado_doaj_dup,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_conversion_estado,apc_monto_ppp_usd,apc_monto,apc_moneda,apc_tipo,titulo_normalizado_facts_dup,is_hybrid,titulo_normalizado_openapc_dup,_fuentes,concentracion_editorial,apc_es_outlier,apc_imputado,apc_metodo_imputacion,exencion_apc_lmic,revision_abierta,indexada_doaj,es_colombiana,brecha_publindex_sjr,contraste_publindex_cuartil,semanas_pub,editorial_rapida,ratio_citas_docs,indice_calidad_costo,apc_monto_usd_zscore,sjr_score_zscore,h_index_zscore,semanas_pub_zscore,apc_monto_usd_minmax,sjr_score_minmax,h_index_minmax,semanas_pub_minmax
0122-6339,2248-6798,,Enunciación,2020,C,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,Estudios Generales del Lenguaje,Idiomas y Literatura,Humanidades,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,IES,,,294,0122-6339,enunciacion,CO,1,2026-09-13,1.0.0,consolidado,137045d865548573,,,,,Universidad Distrital Francisco José de Caldas,,False,,,0,,,,,,,,,,,,,,https://revistas.udistrital.edu.co/index.php/enunc/index,https://doaj.org/toc/689e126a1bf44757b0b13c237e45b9ad,1996,,0122-6339,2248-6798,"education, pedagogy, literature, language, technologies",Spanish,Colombia,,,CC BY-NC-SA,,https://revistas.udistrital.edu.co/index.php/enunc/about,True,False,https://revistas.udistrital.edu.co/index.php/enunc/about,Double anonymous peer review,https://revistas.udistrital.edu.co/index.php/enunc/about,True,https://revistas.udistrital.edu.co/index.php/enunc/about,https://revistas.udistrital.edu.co/index.php/enunc/about/editorialTeam,http://revistas.udistrital.edu.co/ojs/index.php/enunc/about/submissions#authorGuidelines,6,False,https://revistas.udistrital.edu.co/index.php/enunc/about,,False,,False,,,,,,,DOI,True,,,LC8-6691|P|P1-1091,False,No,No,Education: Special aspects of education | Language and Literature: Philology. Linguistics,2016-02-16T15:06:50Z,2021-06-17T07:56:52Z,2021-06-17,741,2026-06-12T02:32:50Z,enunciacion,,,635.37,,sin_monto,1672.03,,,imputado,,,,"['doaj', 'publindex']",0.011037527593818985,False,True,regresion_condicional,True,False,True,True,1,,6,True,,0.1835,-0.8651,,,-1.1258,0.1111,,,0.0233
0122-9893,2346-2051,,Revista Derecho Del Estado,2020,C,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD EXTERNADO DE COLOMBIA,IES,,,474,0122-9893,derecho estado,CO,1,2026-09-13,1.0.0,consolidado,48b8bca7787fd76b,149,21100235613,journal,,Universidad del Rosario,True,True,0.117,Q4,1,5,7,35,453,4,16,0.12,64.71,0.5,0,2012-2025,Law (Q4),Social Sciences,https://revistas.uexternado.edu.co/index.php/derest,https://doaj.org/toc/995c7def5e8c4eaca090db5025fa65d2,1999,,0122-9893,2346-2051,"state law, constitutional law, public international law, administrative law, political science","French, Spanish, Portuguese, English",Colombia,,,CC BY-NC-SA,,https://revistas.uexternado.edu.co/index.php/derest/information/authors,,True,https://revistas.uexternado.edu.co/index.php/derest/about/goodPractices,Double anonymous peer review,https://revistas.uexternado.edu.co/index.php/derest/information/authors,True,https://revistas.uexternado.edu.co/index.php/derest/about#focusAndScope,https://revistas.uexternado.edu.co/index.php/derest/about/editorialTeam,https://revistas.uexternado.edu.co/index.php/derest/information/authors,16,False,https://revistas.uexternado.edu.co/index.php/derest/about/goodPractices,,False,,False,,,,,Open Policy Finder,https://openpolicyfinder.jisc.ac.uk/publication/24973,DOI,True,,,K1-7720,False,No,No,Law: Law in general. Comparative and uniform law. Jurisprudence,2012-01-02T10:07:38Z,2026-07-21T13:32:43Z,2026-06-19,1041,2026-05-26T16:21:35Z,derecho estado,,,894.17,,sin_monto,2353.08,,,imputado,,,,"['doaj', 'publindex', 'scimago']",0.01545253863134658,False,True,regresion_condicional,True,False,True,True,0,1.0,16,False,0.11428571428571428,0.1764,-0.5533,-0.5737,-0.4463,-0.2778,0.1575,0.0209,0.075,0.1395
0120-0283,,,Boletín De Geología,2020,B,Colombia,Centro Oriente,Santander,Bucaramanga,68001,No registra,Ciencias de la Tierra y Medioambientales,Ciencias Naturales,UNIVERSIDAD INDUSTRIAL DE SANTANDER,IES,,,295,0120-0283,geologia,CO,2,2026-09-13,1.0.0,consolidado,90d936e7fd57ea4f,,,,,Universidad Industrial de Santander,,False,,,0,,,,,,,,,,,,,,http://revistas.uis.edu.co/index.php/revistaboletindegeologia,https://doaj.org/toc/d993bd0e40584779b43dd51fbc89bb52,2000,,0120-0283,2145-8553,geology,Spanish,Colombia,,,CC BY,,http://revistas.uis.edu.co/index.php/revistaboletindegeologia/index,True,False,,Anonymous peer review,https://revistas.uis.edu.co/index.php/revistaboletindegeologia/about,False,https://revistas.uis.edu.co/index.php/revistaboletindegeologia/about,https://revistas.uis.edu.co/index.php/revistaboletindegeologia/about/editorialTeam,https://revistas.uis.edu.co/index.php/revistaboletindegeologia/about/submissions#authorGuidelines,15,False,http://revistas.uis.edu.co/public/journals/4/docs/Boletin_NormasEditoriales_esES.pdf,,False,,False,http://revistas.uis.edu.co/public/journals/4/docs/Boletin_NormasEditoriales_esES.pdf,,,,,,,True,,,QE1-996.5,False,No,No,Science: Geology,2016-01-27T18:57:42Z,2019-03-13T16:14:14Z,2019-03-13,0,,geologia,300.0,EUR,324.0,1.08,sin_monto,852.63,300.0,EUR,observado,,False,,"['doaj', 'facts', 'openapc', 'publindex']",0.006622516556291391,False,False,,True,False,True,True,2,,15,False,,0.2482,-1.2401,,,-0.3626,0.0552,,,0.1279
0366-5232,,,Caldasia,2020,B,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Ciencias Biológicas,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,IES,INSTITUTO DE CIENCIAS NATURALES,,72,0366-5232,caldasia,CO,2,2026-09-13,1.0.0,consolidado,9a288cd31c4ad873,57,20059,journal,caldasia,Universidad Nacional de Colombia,True,True,0.191,Q3,2,21,28,174,1212,92,167,0.48,43.29,0.35450000000000004,0,"1981, 1983-1984, 1986, 1989, 1992-1993, 1995-1997, 2006, 2008-2025",Agricultural and Biological Sciences (miscellaneous) (Q3),Agricultural and Biological Sciences,http://revistas.unal.edu.co/index.php/cal/index,https://doaj.org/toc/756651c9796d483e9fa748ae35f55396,2017,,0366-5232,2357-3759,"botany, zoology, biodiversity, neotropic, ecología, taxonom","Spanish, English",Colombia,,,CC BY,,https://revistas.unal.edu.co/index.php/cal/about/submissions,True,True,https://revistas.unal.edu.co/index.php/cal/about/submissions#copyrightNotice,Double anonymous peer review,http://revistas.unal.edu.co/index.php/cal/about/editorialPolicies#peerReviewProcess,True,http://revistas.unal.edu.co/index.php/cal/about/editorialPolicies#focusAndScope,http://revistas.unal.edu.co/index.php/cal/about/editorialTeam,http://revistas.unal.edu.co/index.php/cal/about/submissions#authorGuidelines,26,False,http://revistas.unal.edu.co/index.php/cal/index,,False,,False,,,,,,,DOI,True,,,Q|QL1-991|QK1-989,False,No,No,Science: Zoology | Science: Botany,2016-11-07T14:48:13Z,2025-06-27T06:17:31Z,2025-06-27,1734,2024-05-13T00:16:20Z,caldasia,,,1127.96,,sin_monto,2968.32,,,imputado,,,,"['doaj', 'publindex', 'scimago']",0.04525386313465784,False,True,regresion_condicional,True,False,True,True,0,1.0,26,False,0.5287356321839081,0.2481,-0.2717,0.3766,1.811,0.5701,0.1995,0.1118,0.475,0.2558
0122-8803,2322-6889,,Historia Caribe,2020,C,No disponible,No disponible,No disponible,No disponible,,Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD DEL ATLANTICO,IES,,,916,0122-8803,historia caribe,CO,1,2026-09-13,1.0.0,consolidado,95635627ba597b7f,164,21101145379,journal,,Technological University of Pereira,False,False,0.101,Q4,1,3,23,57,1014,4,52,0.08,44.09,0.23079999999999998,0,2019-2025,History (Q4); Political Science and International Relations (Q4),Arts and Humanities; Social Sciences,http://www.revistas.una.ac.cr/historia,https://doaj.org/toc/fbee54fd818c4dee805478f8807e30a5,1985,,1012-9790,2215-4744,"history, historiography, costa rican history, central american history, latin american history",Spanish,Costa Rica,"Universidad Nacional, Costa Rica",,CC BY-NC-SA,,http://www.revistas.una.ac.cr/index.php/historia/noticeofcopyright,,False,,Double anonymous peer review,http://www.revistas.una.ac.cr/index.php/historia/arbitrationsystem,True,http://www.revistas.una.ac.cr/index.php/historia/approachandscope,http://www.revistas.una.ac.cr/index.php/historia/about/editorialTeam,http://www.revistas.una.ac.cr/index.php/historia/guidelinesforauthors,8,False,http://www.revistas.una.ac.cr/index.php/historia/policies,,False,,False,,,,,,,,True,,,D1-2009|F1201-3799|BT1313-1480,False,No,No,History (General) and history of Europe: History (General) | History America: Latin America. Spanish America | Philosophy. Psychology. Religion: Doctrinal Theology: History of specific doctrines and movements. Heresies and schisms,2019-04-25T00:54:35Z,2022-09-26T12:59:42Z,2022-09-26,731,2024-10-27T19:12:28Z,,1116.0,EUR,1205.28,1.08,sin_monto,3171.79,1116.0,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex', 'scimago']",0.02869757174392936,False,False,,True,False,True,True,0,1.0,8,True,0.07017543859649122,0.1255,-0.1785,-0.7791,-0.7284,-0.9562,0.2133,0.0012,0.025,0.0465
1692-5777,,,"Gist, Education And Learning Research Journal",2020,B,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Ciencias de la Educación,Ciencias Sociales,INSTITUCION UNIVERSITARIA COLOMBO AMERICANA,IES,,,814,1692-5777,gist education learning,CO,2,2026-09-13,1.0.0,consolidado,2d8dcd0f6950a069,,,,,Institución Universitaria Colombo Americana,,False,,,0,,,,,,,,,,,,,,https://latinjournal.org/index.php/gist/index,https://doaj.org/toc/2d60c640bd5d4d19bf983449e19e0814,2007,,1692-5777,2248-8391,"language, education, bilingualism, teaching",English,Colombia,Institución Universitaria Colombo Americana,,CC BY-NC-ND,,https://latinjournal.org/index.php/gist/about#copyright,,False,,Double anonymous peer review,https://latinjournal.org/index.php/gist/about#peer,False,https://latinjournal.org/index.php/gist/about,https://latinjournal.org/index.php/gist/about/editorialTeam,https://latinjournal.org/index.php/gist/about/submissions,14,False,https://latinjournal.org/index.php/gist/about,,False,,False,https://latinjournal.org/index.php/gist/about,,,,,,,True,,,LC8-6691|P1-1091,False,No,No,Education: Special aspects of education | Language and Literature: Philology. Linguistics,2018-11-29T15:45:45Z,2019-12-22T16:34:17Z,2019-12-22,0,,gist education learning,369.55,EUR,399.11,1.08,sin_monto,1050.29,369.55,EUR,observado,,False,,"['doaj', 'facts', 'openapc', 'publindex']",0.0011037527593818985,False,False,,True,False,True,True,2,,14,False,,0.2287,-1.1497,,,-0.4474,0.0687,,,0.1163
1657-8031,,,El Ágora Usb,2020,B,Colombia,Eje Cafetero,Antioquia,Medellín,05001,"Ciencias Sociales, Interdisciplinaria",Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DE SAN BUENAVENTURA CALI,IES,,,510,1657-8031,agora usb,CO,2,2026-09-13,1.0.0,consolidado,47d0dcc7fae82361,,,,,Universidad de San Buenaventura,,False,,,0,,,,,,,,,,,,,,http://revistas.usb.edu.co/index.php/Agora/,https://doaj.org/toc/c1148f68779143bbb8578069cdf522e7,2007,,1657-8031,2665-3354,"memory, development, pedagogy, human rights",Spanish,Colombia,,,CC BY-NC-ND,,http://revistas.usbbog.edu.co/index.php/Agora/about/submissions,True,False,https://revistas.usb.edu.co/index.php/Agora/about/submissions,Double anonymous peer review,http://revistas.usbbog.edu.co/index.php/Agora/about/submissions,True,https://revistas.usb.edu.co/index.php/Agora/about,http://revistas.usb.edu.co/index.php/Agora/about/editorialTeam,http://revistas.usb.edu.co/index.php/Agora/about/submissions#authorGuidelines,48,False,https://revistas.usb.edu.co/index.php/Agora/index,,False,,False,,,,,,,DOI,True,,,H,False,No,No,Social Sciences,2009-05-27T10:59:33Z,2025-05-22T09:11:19Z,2025-05-22,533,2026-05-19T14:44:09Z,agora usb,,,871.12,,sin_monto,2292.42,,,imputado,,,,"['doaj', 'publindex']",0.004415011037527594,False,True,regresion_condicional,True,False,True,True,2,,48,False,,0.1532,-0.5811,,,2.4356,0.1534,,,0.5116
0122-7483,2027-1352,,Universitas Scientiarum,2020,B,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,Matemáticas Aplicadas,Matemática,Ciencias Naturales,PONTIFICIA UNIVERSIDAD JAVERIANA,IES,,,31,0122-7483,universitas scientiarum,CO,2,2026-09-13,1.0.0,consolidado,4c748f55fd3a793e,,,,,Pontificia Universidad Javeriana,,False,,,0,,,,,,,,,,,,,,https://ciencias.javeriana.edu.co/universitas-scientiarum,https://doaj.org/toc/c90822bb9822476aaea2f62afa99068d,1987,,0122-7483,,"biology, physics, chemistry, mathematics","English, Spanish",Colombia,,,CC BY,,https://ciencias.javeriana.edu.co/universitas-scientiarum#AUTHORS,True,True,https://ciencias.javeriana.edu.co/universitas-scientiarum#AUTHORS,Anonymous peer review,https://ciencias.javeriana.edu.co/universitas-scientiarum#REVIEWER,True,https://ciencias.javeriana.edu.co/universitas-scientiarum#PRESENTATION,https://ciencias.javeriana.edu.co/universitas-scientiarum#EDITORIAL,https://ciencias.javeriana.edu.co/universitas-scientiarum#AUTHORS,15,False,https://ciencias.javeriana.edu.co/universitas-scientiarum#PRESENTATION,,False,,False,,,,,,,DOI,True,,,Q1-390,False,No,No,Science: Science (General),2006-02-21T14:29:08Z,2025-03-24T12:19:02Z,2025-03-24,469,2026-07-01T14:58:43Z,universitas scientiarum,1139.73,EUR,1230.91,1.08,sin_monto,3239.24,1139.73,EUR,observado,,False,,"['doaj', 'facts', 'openapc', 'publindex']",0.033112582781456956,False,False,,True,False,True,True,2,,15,False,,0.1224,-0.1477,,,-0.3626,0.2179,,,0.1279
2011-5474,,,Revista Latinoamericana De Etnomatemática,2020,C,Colombia,Pacífico,Nariño,Pasto,52001,"Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD DE NARINO,IES,,,167,2011-5474,latinoamericana etnomatematica,CO,1,2026-09-13,1.0.0,consolidado,6fb632f08691dccb,,,,,Universidad de Nariño,,False,,,0,,,,,,,,,,,,,,http://www.revista.etnomatematica.org,https://doaj.org/toc/da3fe3f87b414ea3bb0d2920ea954162,2008,,2011-5474,,"ethnicity in mathematics, mathematics education, history of mathematics, sociocultural aspects, ethnomathematics","English, French, Portuguese, Spanish",Colombia,Red Latinoamericana de Etnomatemática,,CC BY,,http://www.revista.etnomatematica.org/index.php/RLE/about/editorialPolicies#openAccessPolicy,,False,,Double anonymous peer review,http://revista.etnomatematica.org/index.php/RLE/about/editorialPolicies#peerReviewProcess,True,http://revista.etnomatematica.org/index.php/RLE/about/editorialPolicies#focusAndScope,http://revista.etnomatematica.org/index.php/RLE/about/editorialTeam,http://revista.etnomatematica.org/index.php/RLE/about/submissions#authorGuidelines,28,False,http://revista.etnomatematica.org/index.php/RLE/about/editorialPolicies#custom-4,,False,,False,http://revista.etnomatematica.org/index.php/RLE/about/editorialPolicies#custom-4,,,http://www.revista.etnomatematica.org/index.php/RLE/about/editorialPolicies#archiving,,,,True,,,LC8-6691|Q|QA1-939,False,No,No,Education: Special aspects of education | Science: Mathematics,2008-10-01T14:50:10Z,2019-09-05T15:17:51Z,2019-09-05,318,2018-04-03T13:50:51Z,latinoamericana etnomatematica,1828.24,EUR,1974.5,1.08,sin_monto,5196.05,1828.24,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex']",0.002207505518763797,False,False,,True,False,True,True,1,,28,False,,0.0865,0.7481,,,0.7397,0.3513,,,0.2791
1692-6013,2500-8692,,Novum Jus: Revista Especializada en Sociología Jurídica y Política,2020,C,No disponible,No disponible,No disponible,No disponible,,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD CATOLICA DE COLOMBIA,IES,,,607,1692-6013,novum jus especializada sociologia juridica politica,CO,1,2026-09-13,1.0.0,consolidado,bd33b635fa1a8cf8,1,21101060255,journal,novum jus,Universidad Catolica de Colombia,True,True,0.914,Q1,4,10,47,140,2344,197,131,1.38,49.87,0.3611,0,2019-2025,Law (Q1); Sociology and Political Science (Q1),Social Sciences,http://novumjus.ucatolica.edu.co/,https://doaj.org/toc/9864fa6db6074b39a85d6a4dce2fdd28,2008,,1692-6013,2500-8692,"law, socio legal studies, socio political studies, legal sociology","English, Portuguese, Spanish",Colombia,Universidad Catolica de Colombia,,CC BY-NC,,https://novumjus.ucatolica.edu.co/about/openAccessPolicy,,False,,Double anonymous peer review,https://novumjus.ucatolica.edu.co/about/peerReviewProcess,False,https://novumjus.ucatolica.edu.co/about/focusAndScope,https://novumjus.ucatolica.edu.co/about/editorialTeam,https://novumjus.ucatolica.edu.co/about/submissions,12,False,https://novumjus.ucatolica.edu.co/apc,,False,,False,https://novumjus.ucatolica.edu.co/apc,,,https://novumjus.ucatolica.edu.co/about/archiving,,,DOI,True,,,K|H,False,No,No,Law | Social Sciences,2020-10-09T08:32:56Z,2020-10-09T08:32:56Z,2020-10-09,502,2026-04-30T19:11:18Z,novum jus,2443.03,EUR,2638.47,1.08,sin_monto,6943.34,2331.51,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex', 'scimago']",0.0033112582781456954,False,False,,True,False,True,True,-3,0.25,12,True,1.4071428571428573,0.6265,1.5479,9.6608,0.2591,-0.617,0.4704,1.0,0.2,0.093
0122-5197,,,Memoria Y Sociedad,2020,B,No disponible,No disponible,No disponible,No disponible,,Historia,Historia y Arqueología,Humanidades,PONTIFICIA UNIVERSIDAD JAVERIANA,IES,,,497,0122-5197,memoria sociedad,CO,2,2026-09-13,1.0.0,consolidado,d9b68ff354801824,,,,,ESIC University,,False,,,0,,,,,,,,,,,,,,https://revistasinvestigacion.esic.edu/adresearch,https://doaj.org/toc/58c2c8165f3e4a06a2930ed61453fa10,2010,aDresearch ESIC: International Journal of Research in Communication,,2340-3144,"communication, new media, marketing, public relations, strategy, branding","English, Spanish",Spain,,,CC BY-NC-ND,,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/accesoabierto,True,False,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/accesoabierto,Double anonymous peer review,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/revision,True,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/about,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/about/editorialTeam,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/about/submissions,24,False,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/about/submissions,,False,,False,,,,,,,DOI,True,,,H|P87-96,False,No,No,Social Sciences | Language and Literature: Philology. Linguistics: Communication. Mass media,2022-04-19T13:31:45Z,2022-04-19T13:31:45Z,2022-04-19,260,2026-06-29T23:00:07Z,,1996.61,EUR,2156.34,1.08,sin_monto,5674.58,1872.1,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex']",0.005518763796909493,False,False,,True,False,True,True,2,,24,False,,0.0807,0.9671,,,0.4005,0.3839,,,0.2326
0123-3033,,,Ingeniería Y Competitividad,2020,C,Colombia,Pacífico,Valle del Cauca,Cali,76001,Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD DEL VALLE,IES,,,174,0123-3033,ingenieria competitividad,CO,1,2026-09-13,1.0.0,consolidado,76c1ab1969bbf17c,,,,,Universidad de Costa Rica,,False,,,0,,,,,,,,,,,,,,https://revistas.ucr.ac.cr/index.php/ingenieria,https://doaj.org/toc/f2cec0d6622d40c8be626e27293bd77d,2013,Revista de la Universidad de Costa Rica,1409-2441,2215-2652,"engineering, construction engineering, manufacturing and transport engineering, electrical engineering","Spanish, English",Costa Rica,Universidad de Costa Rica,,CC BY-NC-SA,,https://revistas.ucr.ac.cr/index.php/ingenieria/index,True,True,https://revistas.ucr.ac.cr/index.php/ingenieria/about/submissions,Double anonymous peer review,https://revistas.ucr.ac.cr/index.php/ingenieria/about,True,https://revistas.ucr.ac.cr/index.php/ingenieria/index,https://revistas.ucr.ac.cr/index.php/ingenieria/about/editorialTeam,https://revistas.ucr.ac.cr/index.php/ingenieria/about/submissions,26,False,https://revistas.ucr.ac.cr/index.php/ingenieria/about,,False,,False,,,,,,,DOI,True,,,TA1-2040,False,No,No,Technology: Engineering (General). Civil engineering (General),2020-08-01T16:33:11Z,2022-10-24T20:10:16Z,2022-10-24,565,2025-03-07T15:29:43Z,,,,1008.79,,sin_monto,2654.71,,,imputado,,,,"['doaj', 'publindex']",0.018763796909492272,False,True,regresion_condicional,True,False,True,True,1,,26,False,,0.1398,-0.4152,,,0.5701,0.1781,,,0.2558
0121-7577,2462-8425,,Hacia La Promoción De La Salud,2020,B,Colombia,Eje Cafetero,Caldas,Manizales,17001,Salud Pública,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE CALDAS,IES,,,433,0121-7577,hacia promocion salud,CO,2,2026-09-13,1.0.0,consolidado,7817d932132ef55b,106,21101060641,journal,hacia promocion salud,Universidad de Caldas,True,True,0.146,Q3,2,8,18,85,615,23,75,0.08,34.17,0.5832999999999999,0,2019-2025,"Health Professions (miscellaneous) (Q3); Community and Home Care (Q4); Health Policy (Q4); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)",Health Professions; Medicine; Nursing; Social Sciences,https://revistasojs.ucaldas.edu.co/index.php/hacialapromociondelasalud/index,https://doaj.org/toc/df873d916bca4d05a53986782008a426,2015,,0121-7577,2462-8425,"public health, healthy life styles, healthy public policies, social marketing, health services orientation","Portuguese, English, Spanish",Colombia,,,CC BY,,https://revistasojs.ucaldas.edu.co/index.php/hacialapromociondelasalud/about/submissions,True,False,https://revistasojs.ucaldas.edu.co/index.php/hacialapromociondelasalud/ethics,Double anonymous peer review,https://revistasojs.ucaldas.edu.co/index.php/hacialapromociondelasalud/ethics,True,https://revistasojs.ucaldas.edu.co/index.php/hacialapromociondelasalud/about,https://revistasojs.ucaldas.edu.co/index.php/hacialapromociondelasalud/about/editorialTeam,https://revistasojs.ucaldas.edu.co/index.php/hacialapromociondelasalud/about/submissions,50,False,https://revistasojs.ucaldas.edu.co/index.php/hacialapromociondelasalud/about/submissions,,False,,False,,,,,,,DOI,True,,,RA1-1270,False,No,No,Medicine: Public aspects of medicine,2018-10-18T01:37:57Z,2024-03-13T15:35:19Z,2024-03-13,610,2026-04-15T23:36:55Z,hacia promocion salud,,,1274.66,,sin_monto,3354.37,,,imputado,,,,"['doaj', 'publindex', 'scimago']",0.008830022075055188,False,True,regresion_condicional,True,False,True,True,0,1.0,50,False,0.27058823529411763,0.1745,-0.095,-0.2013,-0.023,2.6052,0.2258,0.0565,0.15,0.5349
0121-5167,2462-8433,,Estudios Políticos,2020,B,Colombia,Eje Cafetero,Antioquia,Medellín,05001,Ciencias Políticas,Ciencias Políticas,Ciencias Sociales,UNIVERSIDAD DE ANTIOQUIA,IES,,,137,0121-5167,estudios politicos,CO,2,2026-09-13,1.0.0,consolidado,d8633ccf261c544f,,,,,Universidad de Antioquia,,False,,,0,,,,,,,,,,,,,,https://revistas.udea.edu.co/index.php/estudiospoliticos,https://doaj.org/toc/9f8bb1fe91f846b7b6ff547b752d213d,1992,,0121-5167,2462-8433,"political science, social sciences","Spanish, Portuguese",Colombia,"Universidad de Antioquia, Instituto de Estudios Políticos",,CC BY-NC-SA,,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/submissions#copyrightNotice,True,False,,Double anonymous peer review,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/editorialPolicies#peerReviewProcess,True,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/editorialPolicies#focusAndScope,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/editorialTeam,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/submissions#authorGuidelines,24,False,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/editorialPolicies#focusAndScope,,False,,False,,,,,,,,True,,,J,False,No,No,Political science,2017-01-02T16:56:22Z,2023-08-16T12:27:53Z,2023-08-16,693,2024-01-23T17:10:52Z,estudios politicos,,,889.72,,sin_monto,2341.37,,,imputado,,,,"['doaj', 'publindex']",0.06181015452538632,False,True,regresion_condicional,True,False,True,True,2,,24,False,,0.1513,-0.5587,,,0.4005,0.1567,,,0.2326
